timestamp,temperature,humidity,pressure
2023-01-01 00:00:00,20.730958976376215,60.42224955368933,1007.4806790489392
2023-01-01 00:01:00,19.37115671905535,59.16312140008205,1012.238945244972
2023-01-01 00:02:00,17.953329778638714,59.299079460846414,1014.3247430059844
2023-01-01 00:03:00,19.895189731060814,60.04791788017079,1013.4864436426965
2023-01-01 00:04:00,19.821657471900313,60.49309322233972,1017.7687512969757
2023-01-01 00:05:00,19.709196186504435,59.696138920121705,1016.1004329474973
2023-01-01 00:06:00,20.016243906032972,60.02470218947683,1008.6479523247343
2023-01-01 00:07:00,20.41696083769475,56.94684026307446,1012.166864459728
2023-01-01 00:08:00,20.024380532258697,61.3103510715076,1011.4433167327641
2023-01-01 00:09:00,18.932292910847977,60.33139791511014,1012.978257566864
2023-01-01 00:10:00,20.70428172838862,61.96568780799963,1012.9850930008065
2023-01-01 00:11:00,18.290518887284296,59.95428299848596,1016.0576083461992
2023-01-01 00:12:00,18.21132232393052,56.46842379663916,1013.8866418157057
2023-01-01 00:13:00,21.022644432518454,59.218826178152526,1019.1527250260427
2023-01-01 00:14:00,20.81226296980964,59.525601670176385,1014.2050156883118
2023-01-01 00:15:00,20.26962028107668,61.4002552246053,1008.8470473983136
2023-01-01 00:16:00,18.953333863965554,55.762133598388914,1010.6635968991588
2023-01-01 00:17:00,19.66263151030292,59.97251766751704,1016.0189453536588
2023-01-01 00:18:00,20.12954873095272,60.90423383753799,1004.9291586774716
2023-01-01 00:19:00,18.818147068986907,58.539880244809275,1006.2705979261998
2023-01-01 00:20:00,19.696750055715057,59.99733354975578,1013.0534860356262
2023-01-01 00:21:00,21.109838431493692,58.578476057339856,1017.7546105926058
2023-01-01 00:22:00,21.90653412689034,58.35712596803586,1019.5351771597744
2023-01-01 00:23:00,20.081505555401833,58.98240734594566,1011.9144712648912
2023-01-01 00:24:00,21.279130670654364,58.36009202240403,1018.3041434349294
2023-01-01 00:25:00,18.630274303672355,61.130196695071994,1013.3613395488445
2023-01-01 00:26:00,21.225467309953146,58.273796894181594,1005.3429250887839
2023-01-01 00:27:00,19.783738572561706,57.91787918988091,1012.9596173176081
2023-01-01 00:28:00,20.916692333733707,63.238814596439035,1009.9054593768923
2023-01-01 00:29:00,20.383242427439438,61.60295642742915,1017.5911544023887
2023-01-01 00:30:00,21.973044970884093,55.93623154157228,1012.8716236982276
2023-01-01 00:31:00,19.799819003028695,58.10676795238116,1006.6104344672176
2023-01-01 00:32:00,21.323471802362157,60.09754290282861,1005.5014259454572
2023-01-01 00:33:00,20.437955646659365,60.235707483144914,1012.8951002129278
2023-01-01 00:34:00,20.580741577638392,56.58206182815657,1000.8989126427015
2023-01-01 00:35:00,20.576763037790375,61.854300493126914,1010.4091735508605
2023-01-01 00:36:00,19.93649922070704,61.16101400131479,1014.1551516287142
2023-01-01 00:37:00,20.789613862112457,60.44703981614267,1007.7149174797232
2023-01-01 00:38:00,20.762589807181566,62.168642737417414,1017.9699357845267
2023-01-01 00:39:00,21.087987767651853,60.33099489606362,1018.9550327487534
