date,price,volume,high,low,returns
2020-01-01,100.0,997364,100.2095760835813,97.86447477319828,0.0
2020-01-02,101.2655618675808,999866,103.38800134025563,98.8599967203995,0.012576205645900451
2020-01-03,101.2591856062013,999462,102.11079386614647,96.71287491111453,-6.29677257828476e-05
2020-01-04,102.8393105129251,997455,107.3607961676029,100.13952490612002,0.015484254003031772
2020-01-05,106.2302843701567,1000400,109.18901297670195,102.473562373119,0.03244155380599434
2020-01-06,106.01318882203324,999873,107.2396587767323,104.67650627814679,-0.0020457224956791364
2020-01-07,105.79730474869862,999969,108.45507738941878,103.43418193126647,-0.002038465086891428
2020-01-08,109.3820997967158,998764,113.38267549656494,108.70693951961783,0.03332221086350895
2020-01-09,111.32140916516018,999435,116.65436151013162,110.17490977247449,0.017574340267503707
2020-01-10,110.56929704137777,999060,111.78802502762758,110.56408140322976,-0.006779148320635642
2020-01-11,112.0312317777322,1003150,116.9952335532634,111.81128617263141,0.013135240635502754
2020-01-12,111.28841669035252,1000503,116.48727796900165,105.85039822342978,-0.006652507577961764
2020-01-13,110.54752675842789,1001282,115.61292799185948,109.20794667852113,-0.006679645102912524
2020-01-14,111.34923447521331,1000566,114.88687958576999,107.65627748908925,0.007225983838118566
2020-01-15,107.44995082233152,1002133,110.83366073962642,102.94188975377894,-0.03564635332893218
2020-01-16,104.09731079311817,999992,106.19596792299949,101.23119714478668,-0.031699023040743235
2020-01-17,103.22296719608835,1001287,107.10620429226086,102.43256571066696,-0.008434763731613337
2020-01-18,101.45285420206085,1000556,104.14791893117007,97.75937966410135,-0.017297178683932657
2020-01-19,102.33530495902772,999115,105.80159653952788,99.26395940379636,0.008660525481515968
2020-01-20,100.79499217115396,999697,102.95431272435938,97.10967229973295,-0.015166051872675723
2020-01-21,98.298790101805,998541,101.89405097076445,94.51553201621489,-0.025076954705752996
2020-01-22,101.33773789826263,1001298,105.51524182604227,96.3954438890784,0.03044715903910955
2020-01-23,101.15440022812234,1000189,101.89503381353781,98.25347774892352,-0.0018108132190652881
2020-01-24,101.54286815040258,1001349,105.77177176475789,99.80830722736765,0.0038329909524295047
2020-01-25,99.01523451741713,999496,101.69011390762535,95.80484100853162,-0.02520733331815439
2020-01-26,98.23295996846971,1000980,102.38166159018927,97.89680329590749,-0.007931922037690775
2020-01-27,98.69151073912214,1000939,100.81980158827994,94.26323588520242,0.004657131719506324
2020-01-28,96.76817047119701,1001023,98.60212318644854,96.19055636838708,-0.019680809227880403
2020-01-29,97.70709806248327,1000125,102.17749449874267,96.10546944696364,0.00965608525773387
2020-01-30,96.83395732793105,999488,98.05004303472452,92.88436465903071,-0.008976476412376755
2020-01-31,96.53943257868885,999704,100.61442152164184,93.65622267487514,-0.003046178971477964
2020-02-01,95.67764149691548,999682,97.9931388375998,93.79453558743764,-0.008966912646100944
2020-02-02,99.27167120743026,999197,101.82342689453961,96.92173375166276,0.03687560543781654
2020-02-03,99.48621945478038,999159,101.02063661213548,95.23543498004925,0.0021588912014118833
2020-02-04,97.73388459681063,1000295,100.53416661203067,96.07238712533129,-0.01777081481665288
2020-02-05,99.48568817859206,1000342,101.10338116183816,95.15980331020033,0.017765474603607778
2020-02-06,97.42973345543703,999656,97.62103388356279,97.00038774952175,-0.020882360738884387
2020-02-07,98.04334820240605,1000053,99.37673090112334,94.23535221928952,0.0062782737891105
2020-02-08,94.66338733299673,999657,94.69358042583734,90.65180083944547,-0.035082401423634835
2020-02-09,92.53468702493575,1000227,97.06127472591844,91.69346504489017,-0.022743738954914328
2020-02-10,93.09469524760591,1000308,97.58999235682568,91.0915462835032,0.006033634489608808
2020-02-11,94.59450554198554,1001002,96.46348154082,93.81173707440462,0.015982189840385352
2020-02-12,95.11464337388435,1002439,98.5785800766067,91.7542233870944,0.005483542973193423
2020-02-13,95.12653815569294,999035,96.77130500643848,92.58024916143883,0.00012504949484082317
2020-02-14,94.80876819104105,1000426,97.99004396927897,91.79705699581977,-0.003346089436994326
2020-02-15,92.42038958181422,999218,96.14229749977457,91.51241948012212,-0.025514275676356668
2020-02-16,91.39793290201408,999571,95.72451108836128,90.43027619740677,-0.011124758521571465
2020-02-17,90.82562312559631,999961,92.64309959242428,90.63717210322216,-0.006281423441190093
2020-02-18,92.794221813994,999361,96.42849815283788,91.29992149899206,0.02144293410673992
2020-02-19,93.5823878006252,1000960,94.82669877033891,90.96327570231232,0.008457828336942974
2020-02-20,90.74543588193316,999446,95.23884271071884,86.85275199548234,-0.03078402268696845
2020-02-21,91.47872031380024,1000643,91.59658880969839,88.42823684201677,0.008048201789392806
2020-02-22,91.02603604637801,999755,93.77287779115792,89.0444159749657,-0.004960804362737825
2020-02-23,90.08904653843243,998972,93.05975979210046,85.79576242131395,-0.010346988821472891
2020-02-24,91.28072657481914,998973,94.42099149313428,87.99806535011847,0.013141078195616274
2020-02-25,93.18274052922251,1000619,93.74364275508476,88.84897339183989,0.02062285171856093
2020-02-26,94.95161345779678,1000190,99.40735931874529,92.44684699264073,0.018804912736196222
2020-02-27,93.67946938260417,1000972,94.52812705472478,92.46676862842871,-0.013488374698432892
2020-02-28,93.33137956130756,1002309,96.23750127385124,93.08486018550396,-0.0037226741149698483
2020-02-29,94.07094384925487,1001029,95.11831129604286,90.65576948456828,0.007892838400975322
2020-03-01,95.91558732267345,999162,97.38892947636158,95.33384490778835,0.019419286524493096
2020-03-02,95.25293317893396,1000317,97.85552212694829,93.81092222585731,-0.006932697873640592
2020-03-03,95.10238402257141,1001127,97.0861884577723,92.57042138445033,-0.0015817702385758636
